Offer_ID,Student_ID,Company_ID,Offer_Date,Package_LPA,Offer_Status,Final_Selected
OFF0299,STU0649,COM027,2026-05-20,7.44,Declined,No
OFF0300,STU0545,COM027,2026-05-20,8.18,Declined,No
OFF0301,STU0669,COM027,2026-05-20,7.88,Declined,No
OFF0302,STU0377,COM027,2026-05-20,7.86,Declined,No
OFF0303,STU0372,COM027,2026-05-20,8.51,Declined,No
OFF0304,STU0858,COM027,2026-05-20,8.19,Declined,No
OFF0305,STU0498,COM027,2026-05-20,7.48,Declined,No
OFF0306,STU0568,COM027,2026-05-20,8.49,Accepted,Yes
OFF0307,STU0271,COM027,2026-05-20,7.75,Accepted,Yes
OFF0308,STU0293,COM027,2026-05-20,7.94,Accepted,Yes
OFF0309,STU0605,COM027,2026-05-20,7.45,Declined,No
OFF0310,STU0292,COM027,2026-05-20,8.71,Declined,No
OFF0311,STU0506,COM027,2026-05-20,7.79,Accepted,Yes
OFF0312,STU0383,COM027,2026-05-20,8.14,Declined,No
OFF0313,STU0671,COM027,2026-05-20,8.4,Declined,No
OFF0314,STU0124,COM027,2026-05-20,8.29,Declined,No
OFF0315,STU0714,COM027,2026-05-20,8.1,Declined,No
OFF0316,STU0881,COM027,2026-05-20,8.12,Declined,No
OFF0317,STU0738,COM027,2026-05-20,7.65,Accepted,Yes
OFF0318,STU0578,COM027,2026-05-20,7.56,Accepted,Yes
OFF0319,STU0023,COM027,2026-05-20,8.47,Declined,No
OFF0320,STU0483,COM027,2026-05-20,8.57,Declined,No
OFF0321,STU0304,COM027,2026-05-20,7.79,Accepted,Yes
OFF0322,STU0032,COM027,2026-05-20,8.09,Declined,No
OFF0323,STU0282,COM028,2026-01-14,9.59,Accepted,Yes
OFF0324,STU0394,COM028,2026-01-14,8.58,Declined,No
OFF0325,STU0443,COM028,2026-01-14,8.37,Declined,No
OFF0326,STU0191,COM028,2026-01-14,8.53,Accepted,Yes
OFF0327,STU0324,COM028,2026-01-14,9.01,Accepted,Yes
OFF0328,STU0545,COM028,2026-01-14,9.43,Declined,No
OFF0329,STU0654,COM028,2026-01-14,9.0,Declined,No
OFF0330,STU0483,COM028,2026-01-14,9.75,Accepted,Yes
OFF0331,STU0124,COM028,2026-01-14,9.63,Accepted,Yes
OFF0332,STU0271,COM028,2026-01-14,8.63,Declined,No
OFF0333,STU0145,COM028,2026-01-14,8.6,Declined,No
OFF0334,STU0351,COM028,2026-01-14,9.69,Declined,No
OFF0335,STU0890,COM028,2026-01-14,8.67,Declined,No
OFF0336,STU0858,COM028,2026-01-14,8.51,Declined,No
OFF0337,STU0207,COM028,2026-01-14,8.96,Declined,No
OFF0338,STU0504,COM028,2026-01-14,9.71,Declined,No
OFF0339,STU0125,COM028,2026-01-14,8.61,Accepted,Yes
OFF0340,STU0232,COM028,2026-01-14,9.64,Accepted,Yes
OFF0341,STU0816,COM028,2026-01-14,9.43,Accepted,Yes
OFF0342,STU0577,COM028,2026-01-14,8.82,Accepted,Yes
OFF0343,STU0776,COM028,2026-01-14,9.74,Accepted,Yes
OFF0344,STU0867,COM028,2026-01-14,8.94,Accepted,Yes
OFF0345,STU0236,COM028,2026-01-14,9.79,Accepted,Yes
OFF0346,STU0669,COM028,2026-01-14,8.47,Accepted,Yes
OFF0347,STU0220,COM028,2026-01-14,9.8,Declined,No
OFF0348,STU0253,COM028,2026-01-14,8.76,Accepted,Yes
OFF0349,STU0584,COM028,2026-01-14,8.85,Declined,No
OFF0350,STU0041,COM028,2026-01-14,8.78,Accepted,Yes
OFF0351,STU0304,COM028,2026-01-14,9.79,Declined,No
OFF0352,STU0285,COM028,2026-01-14,9.78,Declined,No
OFF0353,STU0644,COM028,2026-01-14,8.66,Accepted,Yes
OFF0354,STU0550,COM028,2026-01-14,8.93,Declined,No
OFF0355,STU0352,COM028,2026-01-14,8.83,Declined,No
OFF0356,STU0101,COM028,2026-01-14,8.88,Declined,No
OFF0357,STU0769,COM028,2026-01-14,8.64,Declined,No
OFF0358,STU0585,COM028,2026-01-14,9.68,Accepted,Yes
OFF0359,STU0075,COM028,2026-01-14,8.71,Accepted,Yes
OFF0360,STU0052,COM028,2026-01-14,9.27,Declined,No
OFF0361,STU0276,COM028,2026-01-14,9.8,Accepted,Yes
OFF0362,STU0293,COM028,2026-01-14,9.62,Accepted,Yes
OFF0363,STU0461,COM028,2026-01-14,9.48,Accepted,Yes
OFF0364,STU0634,COM028,2026-01-14,9.54,Accepted,Yes
OFF0365,STU0023,COM028,2026-01-14,9.0,Declined,No
OFF0366,STU0197,COM028,2026-01-14,8.84,Declined,No
OFF0367,STU0497,COM028,2026-01-14,8.84,Declined,No
OFF0368,STU0779,COM028,2026-01-14,8.63,Declined,No
OFF0369,STU0570,COM028,2026-01-14,9.77,Accepted,Yes
OFF0370,STU0498,COM028,2026-01-14,9.61,Accepted,Yes
OFF0371,STU0352,COM029,2026-01-13,9.65,Accepted,Yes
OFF0372,STU0295,COM029,2026-01-13,10.01,Declined,No
OFF0373,STU0731,COM029,2026-01-13,10.22,Accepted,Yes
OFF0374,STU0286,COM029,2026-01-13,9.62,Declined,No
OFF0375,STU0364,COM029,2026-01-13,10.73,Declined,No
OFF0376,STU0351,COM029,2026-01-13,10.57,Accepted,Yes
OFF0377,STU0545,COM029,2026-01-13,9.99,Declined,No
OFF0378,STU0714,COM029,2026-01-13,10.1,Declined,No
OFF0379,STU0463,COM029,2026-01-13,9.42,Declined,No
OFF0380,STU0197,COM029,2026-01-13,9.65,Accepted,Yes
OFF0381,STU0394,COM029,2026-01-13,10.18,Declined,No
OFF0382,STU0220,COM029,2026-01-13,9.69,Declined,No
OFF0383,STU0372,COM029,2026-01-13,9.38,Declined,No
OFF0384,STU0845,COM029,2026-01-13,9.48,Declined,No
OFF0385,STU0477,COM029,2026-01-13,9.81,Accepted,Yes
OFF0386,STU0138,COM029,2026-01-13,9.7,Declined,No
OFF0387,STU0045,COM029,2026-01-13,9.97,Accepted,Yes
OFF0388,STU0052,COM029,2026-01-13,10.68,Declined,No
OFF0389,STU0584,COM029,2026-01-13,9.98,Declined,No
OFF0390,STU0766,COM029,2026-01-13,9.73,Declined,No
OFF0391,STU0634,COM029,2026-01-13,10.08,Declined,No
OFF0392,STU0423,COM029,2026-01-13,10.85,Declined,No
OFF0393,STU0425,COM029,2026-01-13,10.22,Declined,No
OFF0394,STU0351,COM030,2026-04-10,9.7,Accepted,Yes
OFF0395,STU0360,COM030,2026-04-10,8.85,Declined,No
OFF0396,STU0845,COM030,2026-04-10,9.33,Accepted,Yes
OFF0397,STU0034,COM030,2026-04-10,8.41,Declined,No
OFF0398,STU0570,COM030,2026-04-10,9.66,Accepted,Yes
OFF0399,STU0584,COM030,2026-04-10,9.58,Accepted,Yes
OFF0400,STU0669,COM030,2026-04-10,8.85,Declined,No
OFF0401,STU0858,COM030,2026-04-10,9.52,Declined,No
OFF0402,STU0634,COM030,2026-04-10,8.89,Accepted,Yes
OFF0403,STU0498,COM030,2026-04-10,9.81,Declined,No
OFF0404,STU0253,COM030,2026-04-10,8.9,Declined,No
OFF0405,STU0041,COM030,2026-04-10,8.99,Declined,No
OFF0406,STU0625,COM030,2026-04-10,8.75,Declined,No
OFF0407,STU0301,COM030,2026-04-10,9.73,Accepted,Yes
OFF0408,STU0766,COM030,2026-04-10,8.64,Accepted,Yes
OFF0409,STU0759,COM030,2026-04-10,9.13,Declined,No
OFF0410,STU0220,COM030,2026-04-10,9.06,Declined,No
OFF0411,STU0780,COM030,2026-04-10,8.94,Accepted,Yes
OFF0412,STU0234,COM030,2026-04-10,8.84,Accepted,Yes
OFF0413,STU0383,COM030,2026-04-10,8.61,Declined,No
OFF0414,STU0890,COM030,2026-04-10,9.76,Declined,No
